,Title,Type,Price,Location,Bathrooms,Size,Purpose,Bedrooms,Property Added
1771,375 Square Yard House For Sale In Sector J Askari 5 Malir Cantt Karachi,House,PKR7.65 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,4 days ago
1772,West Open Main Boulevard House For Sale In Sector J Askari 5 Malir Cantt Karachi 375 Sq Yard,House,PKR8.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,4 days ago
1773,Beautiful Proper 2 Unit House For Sale,House,PKR11.5 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,3 days ago
1774,2nd Floor Brand New Spacious Apartment For Sale,Flat,PKR4.1 Crore,"DHA Defence, Karachi, Sindh",4,233 Sq. Yd.,For Sale,4,3 days ago
1775,Brand New Exclusive House Is Up For Sale Off Khyban Badban,House,PKR19.75 Crore,"DHA Defence, Karachi, Sindh",-,500 Sq. Yd.,For Sale,7,3 days ago
1776,3 Bed Apartment For Sale In Bukhari Commercial Dha,Flat,PKR3.25 Crore,"DHA Defence, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,3 days ago
1777,Flat For Sale,Flat,PKR1.2 Crore,"DHA Defence, Karachi, Sindh",2,107 Sq. Yd.,For Sale,2,3 days ago
1778,Beautiful 3 bedroom Flat Available in at MA Jinnah Road,Flat,PKR1.1 Crore,"M. A. Jinnah Road, Karachi, Sindh",3,162 Sq. Yd.,For Sale,3,1 day ago
1779,On booking 550 Sq. Yards Gulshan Block 7 Brand New Lavish Double Story Bungalow.,House,PKR14.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,550 Sq. Yd.,For Sale,6,3 days ago
1780,Brand New Owner Built 300 Sq Yard Modern Townhouse Available For Sale,House,PKR14.5 Crore,"Jamshed Town, Karachi, Sindh",5,300 Sq. Yd.,For Sale,5,4 hours ago
1781,Brand New 3 Bed Drawing Flat Available For Sale,Flat,PKR5 Crore,"Tariq Road, Karachi, Sindh",4,217 Sq. Yd.,For Sale,3,4 hours ago
1782,5 Bed Drawing Dining Town House Available For Sale In A Vip Location Of Muslimabad Society,House,PKR9 Crore,"Muslimabad Society, Karachi, Sindh",6,250 Sq. Yd.,For Sale,5,4 hours ago
1783,Address Towers Ultra Luxurious Residential Tower On Easy Instalments Flat,Flat,PKR6.88 Crore,"Khaliq-uz-Zaman Road, Karachi, Sindh",5,333 Sq. Yd.,For Sale,4,4 days ago
1784,2 BED DD FRONT FACING AVAILABLE FOR SALE,Flat,PKR1.6 Crore,"Jamshed Road, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,4 days ago
1785,House Spread Over 600 Square Feet In North Nazimabad Block D Available,House,PKR13 Crore,"North Nazimabad, Karachi, Sindh",6,67 Sq. Yd.,For Sale,6,5 days ago
1786,Become Owner Of Your West Open House Today Which Is Centrally Located In North Karachi Sector 11-C/2 In Karachi,House,PKR2.85 Crore,"North Karachi, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,6 days ago
1787,2500 Square Yard Farm House Is Available For Sale In DHA City DHA Oasis Karachi,Farm House,PKR9.25 Crore,"DHA City Karachi, Karachi, Sindh",4,"2,500 Sq. Yd.",For Sale,4,6 days ago
1788,2000 Square Yard Farm House Is Available For Sale In DHA City DHA Oasis Karachi,Farm House,PKR7.25 Crore,"DHA City Karachi, Karachi, Sindh",3,"2,000 Sq. Yd.",For Sale,3,6 days ago
1789,Corner West Open Flat For Sale 3 Bed DD Sector J G+11 Building 2750 Sq Feet,Flat,PKR4.4 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1790,4 Bed DD Leased Flat For Sale Askari 5 Malir Cantt,Flat,PKR4.75 Crore,"Cantt, Karachi, Sindh",4,333 Sq. Yd.,For Sale,4,4 days ago
1791,250yards Town House For Sale In KDA Scheme 1,House,PKR7.5 Crore,"KDA Scheme 1, Karachi, Sindh",5,250 Sq. Yd.,For Sale,5,3 days ago
1792,Beautiful Bungalow For Sale In Naya Nazimabad Block C Like Brand New,House,PKR3 Crore,"Naya Nazimabad, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,3 days ago
1793,Beautiful Bungalow For Sale In Naya Nazimabad Block A Brand New,House,PKR3 Crore,"Naya Nazimabad, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,3 days ago
1794,Beautiful Bungalow For Sale In Naya Nazimabad Block C Brand New,House,PKR3 Crore,"Naya Nazimabad, Karachi, Sindh",4,128 Sq. Yd.,For Sale,4,3 days ago
1795,Beautiful Bungalow For Sale In Naya Nazimabad Block A,House,PKR4 Crore,"Naya Nazimabad, Karachi, Sindh",5,160 Sq. Yd.,For Sale,5,3 days ago
1796,Gulistan E Jauhar VIP BLOCK 15 House For Sale One Unit,House,PKR5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",5,240 Sq. Yd.,For Sale,5,6 days ago
1797,Corner Villa on Reasonable Location in Bahria Town Karachi,House,PKR71.23 Lakh,"Bahria Town Karachi, Karachi, Sindh",3,79 Sq. Yd.,For Sale,3,6 days ago
1798,The Only Available 3 Side Corner Bungalow G+1 Double Storey At The Prime Location of Gulshan E Iqbal 13D Near Continental Bakery which connects 3 main areas.,House,PKR7.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,6 days ago
1799,4 Bed Drawing Dining Upper Portion Front West Open,Upper Portion,PKR4.6 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,200 Sq. Yd.,For Sale,5,1 week ago
1800,3 Bed Drawing Dining Luxury Flat,Flat,PKR4.65 Crore,"Shaheed Millat Road, Karachi, Sindh",4,178 Sq. Yd.,For Sale,3,1 week ago
1801,5 Bed Drawing Dining Luxury Town House,House,PKR11.5 Crore,"Shaheed Millat Road, Karachi, Sindh",5,250 Sq. Yd.,For Sale,5,1 week ago
1802,5 Bed Drawing Dining West Open With Roof,Upper Portion,PKR6.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,300 Sq. Yd.,For Sale,6,1 week ago
1803,3 Bed Drawing Dining Flat Is Available,Flat,PKR3.85 Crore,"Khalid Bin Walid Road, Karachi, Sindh",3,189 Sq. Yd.,For Sale,4,1 week ago
1804,Get In Touch Now To Buy A Flat In Gulshan-e-Iqbal - Block 1,Flat,PKR80 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,111 Sq. Yd.,For Sale,3,1 week ago
1805,FURNISHED 3 BEDROOM FLAT FOR SALE,Flat,PKR2.35 Crore,"DHA Defence, Karachi, Sindh",3,128 Sq. Yd.,For Sale,3,16 hours ago
1806,Main Boleward West Open House For Sale In Sector G Askari 5 Malir Cantt Karachi 500 Sq Yard,House,PKR9.25 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 days ago
1807,West Open Brand New Brigadier House Sector J For Sale With Gas,House,PKR8.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,4 days ago
1808,The Court Regency 1805 sqft Net West Open 3 Bed with DD Callachi CHS Karachi,Flat,PKR3.5 Crore,"Callachi Cooperative Housing Society, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 days ago
1809,Flat For Sale -Abul Ishpani Road Scheme 33,Flat,PKR1.35 Crore,"Abul Hassan Isphani Road, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,3 days ago
1810,"2 Bed DD On 1300 Sq. Ft, Flat For Sale In Brand New Project ""Komal Heaven"" Located At ""Gulistan. E. Jauhar"", Block-2, Near To Main University Road",Flat,PKR1.75 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",2,144 Sq. Yd.,For Sale,2,3 days ago
1811,DHA Defence 500 Yards Brand New Ultra Modern Staylish Bungalow For Sale,House,PKR16.75 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,3 days ago
1812,Beautifully Constructed House Is Available For sale In Saima Elite Villas,House,PKR2.95 Crore,"Malir, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,3 days ago
1813,3 Bed Victorian Style Apartments On Booking - Completion Dec 2024,Flat,PKR2.4 Crore,PKR1.2 Crore,PKR13.33 Lakh,9 Months,"DHA Defence, Karachi, Sindh",3,118 Sq. Yd.
1814,Plunge Pool 3 Bedrooms Full Sea Facing Apartment Is Available For Sale,Flat,PKR9.5 Crore,PKR1 Crore,PKR10 Lakh,75 Months,"DHA Defence, Karachi, Sindh",4,206 Sq. Yd.
1815,350 Sq Yd Next To Corner Park Face Villa,House,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 week ago
1816,Precinct 10a Villa Grilled Fan Roof Proofing Work Done For Sale,House,PKR1.55 Crore,"Bahria Town Karachi, Karachi, Sindh",2,200 Sq. Yd.,For Sale,2,1 week ago
1817,Brand New Brigadier House 375 Yds Available for Sale in Askari 6 Malir Karachi,House,PKR6.4 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,1 week ago
1818,80 Square Yards House In Shah Latif Town For Sale,House,PKR48.5 Lakh,"Bin Qasim Town, Karachi, Sindh",2,80 Sq. Yd.,For Sale,3,1 week ago
1819,3 Bed Dd Flat Available For Sale,Flat,PKR3 Crore,"Rashid Minhas Road, Karachi, Sindh",3,321 Sq. Yd.,For Sale,3,1 week ago
1820,Get In Touch Now To Buy A Prime Location 240 Square Yards House In Gulshan-E-Maymar Karachi,House,PKR4.75 Crore,"Gadap Town, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,1 week ago
1821,For Sale Brand New Brigadier House Sector J Askari 5 Gas Meter Installed 375 Sq Yard,House,PKR7.85 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,4 days ago
1822,"West Open 3Bed DD Flat Sector J Askari 5
For Sale",Flat,PKR4 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1823,Beautifull Fully Renovated 2 Bed Appartment For Sale,Flat,PKR1.65 Crore,"DHA Defence, Karachi, Sindh",2,126 Sq. Yd.,For Sale,2,3 days ago
1824,We Offer Top Modern House 500 Yards A Plus Contraction Stylish Villa Most Prime & Posh Vicinity,House,PKR12.75 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,3 days ago
1825,Defence Posh Vicinity 500 Yards Owner Built Well-Maintained Super Class Bungalow Two Unit Plan 6 Bedrooms 2 Drawing 2 Dining 2 Lounges Beautiful Planing,House,PKR8.75 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,3 days ago
1826,Prime Location 900 Square Feet Flat For Sale Available In North Nazimabad,Flat,PKR1 Crore,"North Nazimabad, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,3 days ago
1827,Lucky Plaza Block 17 Well Maintained 1800 Sq. Ft Apartment,Flat,PKR3.9 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 days ago
1828,Brand New Apartment For Sale In Sector J,Flat,PKR4.1 Crore,"Cantt, Karachi, Sindh",4,306 Sq. Yd.,For Sale,3,1 day ago
1829,Brigadier House For Sale In Sector G Park Facing,House,PKR9.3 Crore,"Cantt, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
1830,2000 Yards Beautiful Bungalow In Khy Muhafiz Street Dha Phase 6,House,PKR50 Crore,"DHA Defence, Karachi, Sindh",6,"2,000 Sq. Yd.",For Sale,5,1 day ago
1831,Chance Deal 1000yards Westopen Corner Bungalow In Gizri Bolaverd Dha Phase 4,House,PKR15 Crore,"DHA Defence, Karachi, Sindh",5,"1,000 Sq. Yd.",For Sale,4,1 day ago
1832,100yards Slightly Used Owner Build Bungalow Prime Location Dha Phase 7 Extension Karachi,House,PKR4.15 Crore,"DHA Defence, Karachi, Sindh",4,100 Sq. Yd.,For Sale,4,1 day ago
1833,Chance Deal. 100Yard Slightly Used Bungalow In Dha Phase 7 Extension,House,PKR3.75 Crore,"DHA Defence, Karachi, Sindh",4,100 Sq. Yd.,For Sale,3,1 day ago
1834,300yards Independent Bungalow In Dha Phase 4,House,PKR7.25 Crore,"DHA Defence, Karachi, Sindh",5,300 Sq. Yd.,For Sale,4,1 day ago
1835,600yards. 2 unit Bungalow in prime Location Of Dha Phase 1,House,PKR13 Crore,"DHA Defence, Karachi, Sindh",6,600 Sq. Yd.,For Sale,8,1 day ago
1836,BRAND NEW 2 BED LIFT PARKING GENERATOR,Flat,PKR1.6 Crore,"Clifton, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,1 week ago
1837,Investors Should Lookafter This Flat Located Ideally In Callachi Cooperative Housing Society,Flat,PKR3.8 Crore,PKR95 Lakh,PKR3.8 Lakh,60 Months,"Callachi Cooperative Housing Society, Karachi, Sindh",4,258 Sq. Yd.
1838,4 Bedrooms Full Sea Facing Signature Duplex Of Panorama On Booking Available For SALE,House,PKR23.5 Crore,PKR10,PKR175,5 Months,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.
1839,2 Bed Lounge Flat For Sale,Flat,PKR62 Lakh,"Scheme 33, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,13 hours ago
1840,Brand New 2 Bed Lounge Portion At Al Ghaffar Nagori Society Malir,Upper Portion,PKR33 Lakh,"Malir, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,2 weeks ago
1841,Bungalow For Sale 400 Yards In Gulshan E Iqbal Block 6 VIP Location,House,PKR10.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,400 Sq. Yd.,For Sale,8,2 weeks ago
1842,Brand New Villa Ali Block For Sale,House,PKR1.18 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,2 weeks ago
1843,TWO SIDE CORNER BUNGALOW WEST OPEN,House,PKR20 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,10,2 weeks ago
1844,A Flat Of 1400 Square Feet In Rs. 21625000,Flat,PKR2.16 Crore,"Cantt, Karachi, Sindh",2,156 Sq. Yd.,For Sale,2,2 weeks ago
1845,Flat For Sale At DHA Phase 5 Badar Commercial,Flat,PKR80 Lakh,"DHA Defence, Karachi, Sindh",3,106 Sq. Yd.,For Sale,2,2 weeks ago
1846,Bahria Heights 1100 Sq Ft 2 BED Apartment Available For Sale,Flat,PKR85 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 days ago
1847,3 Bed DD Flat For Sale Sector J Askari 5 G+11 Building 2750 Sq Ft,Flat,PKR4 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1848,120 Sq. Yards Block 13d1 Maintained Double Storey Bungalow,House,PKR2.85 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,3 days ago
1849,240 Sq Yards Block 5 Corner Well Maintained Double Storey Banglow,House,PKR6.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,3 days ago
1850,GROUND PORTION FOR SALE AT DEFENCE VIEW PHASE 1 2 BEDROOMS DRAWING LOUNGE POWDER BATHROOM SMALL PARKING DEMAND 7000000/-,Lower Portion,PKR70 Lakh,"Defence View Society, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,50 minutes ago
1851,Brand New Brigadier House For Sale,House,PKR7.8 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,3 days ago
1852,Brand New Flat Is Up For Sale On Airport Road,Flat,PKR36 Lakh,"Airport Road, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,3 days ago
1853,Chance Deal 300yards West Open Beautiful Bungalow In Dha Phase 4,House,PKR8 Crore,"DHA Defence, Karachi, Sindh",6,300 Sq. Yd.,For Sale,5,1 day ago
1854,Fully Renovated 03 Beds DD City Facing,Flat,PKR2.1 Crore,"Clifton, Karachi, Sindh",4,167 Sq. Yd.,For Sale,3,1 day ago
1855,Brand New Building & Apartment Block 1,Flat,PKR1.5 Crore,"Clifton, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,1 day ago
1856,Townhouse Front Well Maintained Block 1 Clifton,House,PKR5 Crore,"Clifton, Karachi, Sindh",4,190 Sq. Yd.,For Sale,4,1 day ago
1857,Beautiful 2000 sq ft Flat avaiable for sell in Bukhari commercial,Flat,PKR2.5 Crore,"DHA Defence, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,1 day ago
1858,3-Bedroom Super Luxury Brand New Near To Construction limited unit on Sale,Flat,PKR6.2 Crore,"DHA Defence, Karachi, Sindh",4,289 Sq. Yd.,For Sale,3,1 day ago
1859,500-Yard Bungalow For Sale In DHA Phase V Karachi,House,PKR12.75 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
1860,Corner Flat On Prime Location Of Scheme 33 For Sale Sized 950 Square Feet,Flat,PKR95 Lakh,"Scheme 33, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,2 days ago
1861,Demolish House For Sale,House,PKR3.35 Crore,"North Nazimabad, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 weeks ago
1862,Sportcity Villa Road 8 Well Furnished Available For Sale,House,PKR3.1 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 weeks ago
1863,3 Bedroom Apartment Bukhari Phase 6 For Sale,Flat,PKR2.95 Crore,"DHA Defence, Karachi, Sindh",3,212 Sq. Yd.,For Sale,3,2 weeks ago
1864,House For Sale Double Story Vip Location 6bedroom Dd Block L North Nazimabad Karachi,House,PKR4.3 Crore,"North Nazimabad, Karachi, Sindh",6,27 Sq. Yd.,For Sale,6,2 weeks ago
1865,Flat For Sale 3floor 3bedroom Dd Road Facing Vip Location Block N North Nazimabad Karachi,Flat,PKR1 Crore,"North Nazimabad, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,2 weeks ago
1866,GULISTAN E JUHAR VIP BLACK 15 HOUSE FOR SALE,House,PKR6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,2 weeks ago
1867,BRAND NEW BUNGALOW 3000 SQ YARDS DHA PHASE 8 PRIME LOCATION 8 BED D/D LOUNGE WITH 2 KITCHEN AND 6 CAR PARKING AND BEAUTIFUL BIG GARDEN,House,PKR1.1 Arab,"DHA Defence, Karachi, Sindh",6,"3,000 Sq. Yd.",For Sale,8,2 weeks ago
1868,350 SQ Yards Well Maintained House Near Mehfil Murtaza,House,PKR14 Crore,"Jamshed Town, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,3 weeks ago
1869,GULISTAN E JUHAR VIP BLOCK 7 HOUSE FOR SALE,House,PKR4.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,3 weeks ago
1870,500 Sq Yd East Open Corner Brand New House Is Available For Sale In Falcon Complex New Malir,House,PKR12.75 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,3 weeks ago
1871,2nd Floor Flat 3 Bed DD Sector J Askari 5 G+11 Building Covered Parking,Flat,PKR4.1 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1872,West Open 3 Bed DD Flat For Sale Top Floor Sector J Askari 5,Flat,PKR3.8 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1873,Prime Location 1000 Square Yards House In DHA Phase 2 Is Available For sale,House,PKR15.5 Crore,"DHA Defence, Karachi, Sindh",-,"1,000 Sq. Yd.",For Sale,-,3 days ago
1874,3 BED DD WSET OPEN FULL FURNISHED APPARMENT NEAR CONTINENTAL BAKERY AND CHASE PLUS,Flat,PKR3.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,3 days ago
1875,"2 Bed DD Tower 17 Corner Luxury Apartment for Sale at Investor Rate, Ready to Move",Flat,PKR82.5 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,21 hours ago
1876,In Shah Faisal Town 540 Square Feet Flat For Sale,Flat,PKR36 Lakh,"Shah Faisal Town, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,3 days ago
1877,Brand New Bungalow,House,PKR3.4 Crore,"Malir, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,3 days ago
1878,Bank Loan Property For Sale (120sqyd House),House,PKR1.3 Crore,"Gadap Town, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,2 days ago
1879,BRAND NEW FLAT ALSO AVAILABLE FOR SALE,Flat,PKR1 Crore,"Scheme 33, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,2 days ago
1880,Flat For Sale Dolmen Court Most Prime Location Near Continental Bakery,Flat,PKR1.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,3 hours ago
1881,Want To Buy A House In Karachi?,House,PKR2.55 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,3 hours ago
1882,2 Beds Brand New Luxury Bahria Heights Apartment Bahria Town Karachi,Flat,PKR62 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,2 days ago
1883,3 Beds Brand New Luxury Apartment Bahria Town Karachi,Flat,PKR1.88 Crore,"Bahria Town Karachi, Karachi, Sindh",3,250 Sq. Yd.,For Sale,3,2 days ago
1884,2 Beds Brand New Luxury Bahria Heights Apartment Bahria Town Karachi,Flat,PKR65 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,2 days ago
1885,2 Beds Brand New Luxury Apartment Bahria Town Karachi,Flat,PKR90 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,2 days ago
1886,"3 Bedroom Apartments Available In 4 Years Easy Installments Inside Malir Cantt, Sector-J, Askari-V For Civilians",Flat,PKR4.75 Crore,PKR1.4 Crore,PKR6 Lakh,48 Months,"Cantt, Karachi, Sindh",4,315 Sq. Yd.
1887,Extra Ordinary Vip Construction Brand New House Available For Sale,House,PKR14 Crore,"North Nazimabad, Karachi, Sindh",6,460 Sq. Yd.,For Sale,7,3 weeks ago
1888,Brand New 2 Bed + Maid,Flat,PKR6.45 Crore,"DHA Defence, Karachi, Sindh",4,182 Sq. Yd.,For Sale,2,3 weeks ago
1889,Investor Deal 2 Bed Dd In 55 Lac,Flat,PKR55 Lakh,"Shahra-e-Faisal, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,3 weeks ago
1890,Gorgeous Prime Location 2000 Square Feet Flat For sale Available In Bath Island,Flat,PKR6.25 Crore,"Bath Island, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,3 weeks ago
1891,Get In Touch Now To Buy A Prime Location 430 Square Yards House In Karachi,House,PKR9.5 Crore,"Nazimabad, Karachi, Sindh",6,430 Sq. Yd.,For Sale,8,3 weeks ago
1892,Mont Vista Block F 2 Bed D D Flat For Sale,Flat,PKR1.6 Crore,"North Nazimabad, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,3 weeks ago
1893,3 Rooms Flats Surjani Town Boundary Wall Project,Flat,PKR28 Lakh,PKR16 Lakh,PKR40 Thousand,30 Months,"Gadap Town, Karachi, Sindh",2,83 Sq. Yd.
1894,H1 Full Sea Facing In 3 Bedrooms On Higher Floor Is Available For Sale,Flat,PKR11.9 Crore,PKR5 Crore,PKR18 Lakh,25 Months,"DHA Defence, Karachi, Sindh",4,367 Sq. Yd.
1895,One Bed Lounge Flat In Jauhar,Flat,PKR22.5 Lakh,"Gulistan-e-Jauhar, Karachi, Sindh",1,42 Sq. Yd.,For Sale,1,3 weeks ago
1896,Corner West Open Brand New Flat 3 Bed DD G+9 Building Sector J Ready To Live,Flat,PKR4.2 Crore,"Cantt, Karachi, Sindh",3,306 Sq. Yd.,For Sale,3,4 days ago
1897,Reserve A House Now In Falcon Complex New Malir,House,PKR7.8 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,4 days ago
1898,Brand New Flat,Flat,PKR70 Lakh,"Shah Faisal Town, Karachi, Sindh",2,110 Sq. Yd.,For Sale,3,3 days ago
1899,Brand New Flat For Sale,Flat,PKR75 Lakh,"Shah Faisal Town, Karachi, Sindh",2,120 Sq. Yd.,For Sale,3,3 days ago
1900,90 Square Yards House In Beautiful Location Of Model Colony - Malir In Karachi,House,PKR1.25 Crore,"Malir, Karachi, Sindh",3,90 Sq. Yd.,For Sale,3,3 days ago
1901,"2 Bed DD (50% Payment) First Entry Brand New Building with Exclusive Golf and Airport Runway View, Open Facing",Flat,PKR1.35 Crore,PKR75 Lakh,PKR6 Lakh,10 Months,"Malir, Karachi, Sindh",2,170 Sq. Yd.
1902,"3 Bed Ready To Move Project In Just 50% Down Payment 2024 Brand New Building With Front Back Open Face, Golf & Airport Runway View",Flat,PKR1.8 Crore,PKR90 Lakh,PKR9 Lakh,10 Months,"Malir, Karachi, Sindh",3,206 Sq. Yd.
1903,200 SQ YARDS BRAND NEW Villa FOR SALE BAHRIA TOWN KARACHI,House,PKR1.65 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 days ago
1904,200 SQ YARDS BRAND NEW Villa FOR SALE BAHRIA TOWN KARACHI,House,PKR2.25 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 days ago
1905,152 SQ YARDS BRAND NEW Villa FOR SALE BAHRIA TOWN KARACHI,House,PKR1.65 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,2 days ago
1906,LUXURIOUS HOUSE FOR SALE,House,PKR2.65 Crore,"Gadap Town, Karachi, Sindh",6,200 Sq. Yd.,For Sale,6,2 days ago
1907,LUXURIOUS LEASED HOUSE AVAILABLE,House,PKR1.85 Crore,"Gadap Town, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,2 days ago
1908,Nazimabad No. 4 3 Bed Drwaing Lounge Portion Available For Sale,Upper Portion,PKR2.2 Crore,"Nazimabad, Karachi, Sindh",3,220 Sq. Yd.,For Sale,3,2 days ago
1909,3 BEDROOM PORTION FOR SALE NAZIMABAD NO. 4,Upper Portion,PKR1.4 Crore,"Nazimabad, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,2 days ago
1910,Best For Investment Purpose 4bed DD Portion,Upper Portion,PKR2.3 Crore,"Nazimabad, Karachi, Sindh",5,280 Sq. Yd.,For Sale,4,2 days ago
1911,Flat In Crown Gold 1 Garden East,Flat,PKR2.35 Crore,"Jamshed Town, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 weeks ago
1912,375 Sq Yards Brigadier House,House,PKR6.7 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,4 weeks ago
1913,3 Bed DD Flat Available For Sale Saima Presidency Gulistan E Juhar Block-7 Main Safoora Churangi,Flat,PKR2.1 Crore,"Cantt, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,4 weeks ago
